"","X","line","movie"
"28285",28285,"","Vice"
"28286",28286,"Young Cheney fly fishes in a river ALONE. Working his rod and","Vice"
"28287",28287,"the line... Over and over again.","Vice"
"28288",28288,"","Vice"
"28289",28289,"                    NARRATOR","Vice"
"28290",28290,"          How does a man go on to become who","Vice"
"28291",28291,"          he is? Well it starts in 1963.","Vice"
"28292",28292,"","Vice"
"28293",28293,"","Vice"
"28294",28294,"EXT. HIGH SCHOOL FOOTBALL FIELD - HOMECOMING","Vice"
"28295",28295,"","Vice"
"28296",28296,"YOUNG LYNNE CHENEY, in the back of a fancy car: Miss Mustang,","Vice"
"28297",28297,"in a sparkled cowboy outfit waving at the crowd in SLO MO.","Vice"
"28298",28298,"She’s a cross between a movie star and a goddess.","Vice"
"28299",28299,"","Vice"
"28300",28300,"                    NARRATOR","Vice"
"28301",28301,"          When Dick's best girl Lynne was","Vice"
"28302",28302,"          getting straight A's at Colorado","Vice"
"28303",28303,"          College,","Vice"
"28304",28304,"","Vice"
"28305",28305,"","Vice"
"28306",28306,"INT. YALE DORM ROOM - DAY","Vice"
"28307",28307,"","Vice"
"28308",28308,"Young Cheney passed out in bed. His sheets and floor covered","Vice"
"28309",28309,"in vomit.","Vice"
"28310",28310,"","Vice"
"28311",28311,"                     NARRATOR","Vice"
"28312",28312,"          Lynne had helped Dick get a","Vice"
"28313",28313,"          scholarship at Yale, where he did","Vice"
"28314",28314,"          way more drinking than class","Vice"
"28315",28315,"          attending. Pretty soon Dick got the","Vice"
"28316",28316,"          boot. So he went back home to","Vice"
"28317",28317,"          Wyoming to work as a lineman for","Vice"
"28318",28318,"          the state.","Vice"
"28319",28319,"","Vice"
"28320",28320,"","Vice"
"28321",28321,"EXT. VAST WYOMING FIELD - DAY - 1963","Vice"
"28322",28322,"","Vice"
"28323",28323,"Dick strapped to a pole works on power lines with a cigarette","Vice"
"28324",28324,"in his mouth. It’s rough hard work.","Vice"
"28325",28325,"","Vice"
"28326",28326,"                    NARRATOR","Vice"
"28327",28327,"          Back then they would have been","Vice"
"28328",28328,"          called a guy like him a ne’er-do-","Vice"
"28329",28329,"          well. In today’s parlance they","Vice"
"28330",28330,"          would just call him a dirt bag.","Vice"
"28331",28331,"                                                           6.","Vice"
"28332",28332,"","Vice"
"28333",28333,"","Vice"
"28334",28334,"In the distance, a Man SCREAMS. Dick looks down below.","Vice"
"28335",28335,"","Vice"
"28336",28336,"                      LINEMAN #1","Vice"
"28337",28337,"          Man down!","Vice"
"28338",28338,"","Vice"
"28339",28339,"","Vice"
"28340",28340,"EXT. POWER LINE BASE - CONTINUOUS","Vice"
"28341",28341,"","Vice"
"28342",28342,"Linemen gather around a FALLEN MAN who’s leg has snapped in","Vice"
"28343",28343,"half, a bone sticking out of his torn pants.","Vice"
"28344",28344,"","Vice"
"28345",28345,"                    LINEMAN #2","Vice"
"28346",28346,"          His leg looks like an Elvis dance","Vice"
"28347",28347,"          move.","Vice"
"28348",28348,"","Vice"
"28349",28349,"The men laugh.","Vice"
"28350",28350,"","Vice"
"28351",28351,"                    LINEMAN #1","Vice"
"28352",28352,"          Somebody give that poor son of a","Vice"
"28353",28353,"          bitch a shot of whiskey.","Vice"
"28354",28354,"","Vice"
"28355",28355,"                    LINEMAN BOSS","Vice"
"28356",28356,"          Alright, back to work. I SAID, Back","Vice"
"28357",28357,"          to work!","Vice"
"28358",28358,"","Vice"
"28359",28359,"Everyone walks away except Cheney who continues to stare at","Vice"
"28360",28360,"the writhing man.","Vice"
"28361",28361,"","Vice"
"28362",28362,"                    LINEMAN BOSS (CONT’D)","Vice"
"28363",28363,"              (to Lineman #3)","Vice"
"28364",28364,"          Take him into town, put $5 in his","Vice"
"28365",28365,"          pocket. Find another man for","Vice"
"28366",28366,"          tomorrow.","Vice"
"28367",28367,"              (to Cheney)","Vice"
"28368",28368,"          You got a problem Cheney?","Vice"
"28369",28369,"","Vice"
"28370",28370,"                      DICK","Vice"
"28371",28371,"          No sir.","Vice"
"28372",28372,"","Vice"
"28373",28373,"Cheney takes a drag of his smoke and walks away.","Vice"
"28374",28374,"","Vice"
"28375",28375,"","Vice"
"28376",28376,"INT. ROAD SIDE BAR WYOMING 1963 - NIGHT","Vice"
"28377",28377,"","Vice"
"28378",28378,"Dick dances around the bar drunk with a giant smile on his","Vice"
"28379",28379,"face, taking shots and stumbling into other locals.","Vice"
"28380",28380,"","Vice"
"28381",28381,"A SHIFTY CREW MEMBER keeps putting his arm around Dick’s","Vice"
"28382",28382,"shoulder. He’s trying to agitate Cheney.","Vice"
"28383",28383,"","Vice"
"28384",28384,"                    SHIFTY CREW MEMBER","Vice"
"28385",28385,"          Are we becoming friends?","Vice"
"28386",28386,"                                                          7.","Vice"
"28387",28387,"","Vice"
"28388",28388,"","Vice"
"28389",28389,"                    DICK","Vice"
"28390",28390,"          Will you stop touching me?","Vice"
"28391",28391,"","Vice"
"28392",28392,"                     SHIFTY CREW MEMBER","Vice"
"28393",28393,"          What you gonna do about it, Mr.","Vice"
"28394",28394,"          Yale? Huh?","Vice"
"28395",28395,"","Vice"
"28396",28396,"Cheney slaps Crew Member’s hand off his shoulder.","Vice"
"28397",28397,"","Vice"
"28398",28398,"                    SHIFTY CREW MEMBER (CONT’D)","Vice"
"28399",28399,"          Woah! The fuck you gonna do about","Vice"
"28400",28400,"          it, Mr. Yale? Come on!","Vice"
"28401",28401,"","Vice"
"28402",28402,"Dick shoves him back and PUNCHES HIM.","Vice"
"28403",28403,"","Vice"
"28404",28404,"","Vice"
"28405",28405,"EXT. DESOLATE ROAD - NIGHT","Vice"
"28406",28406,"","Vice"
"28407",28407,"From earlier, with the police officer’s help, Cheney stumbles","Vice"
"28408",28408,"out of the car. The crackle of the police radio in the","Vice"
"28409",28409,"background.","Vice"
"28410",28410,"","Vice"
"28411",28411,"","Vice"
"28412",28412,"EXT. LYNNE’S HOUSE - THE NEXT MORNING","Vice"
"28413",28413,"","Vice"
"28414",28414,"A lower middle class home. A dog barks in the distance.","Vice"
"28415",28415,"","Vice"
"28416",28416,"","Vice"
"28417",28417,"INT. LYNNE’S HOUSE - LIVING ROOM - SAME TIME","Vice"
"28418",28418,"","Vice"
"28419",28419,"DICK, WITH A BLACK EYE AND STAINS ON HIS SHIRT SITS ON THE","Vice"
"28420",28420,"COUCH.","Vice"
"28421",28421,"","Vice"
"28422",28422,"LYNNE, 21, pretty and sharp, stands over him with a fury in","Vice"
"28423",28423,"her eyes.","Vice"
"28424",28424,"","Vice"
"28425",28425,"                    LYNNE","Vice"
"28426",28426,"          Two times! Two times I had to drag","Vice"
"28427",28427,"          you out of that jail like a filthy","Vice"
"28428",28428,"          hobo!!","Vice"
"28429",28429,"","Vice"
"28430",28430,"                    DICK","Vice"
"28431",28431,"          I’m sorry, Lynne...","Vice"
"28432",28432,"","Vice"
"28433",28433,"                    LYNNE","Vice"
"28434",28434,"          What? What did you just say?","Vice"
"28435",28435,"","Vice"
"28436",28436,"                    DICK","Vice"
"28437",28437,"          I’m sorry, Lynney.","Vice"
"28438",28438,"                                                8.","Vice"
"28439",28439,"","Vice"
"28440",28440,"","Vice"
"28441",28441,"                    LYNNE","Vice"
"28442",28442,"          You’re sorry? Don’t call me","Vice"
"28443",28443,"          “Lynney!” One time is “I’m sorry.”","Vice"
"28444",28444,"          Two times makes me think I’ve","Vice"
"28445",28445,"          picked the wrong man! They kicked","Vice"
"28446",28446,"          your ass out of Yale for drinking","Vice"
"28447",28447,"          and fighting! Now are you just a","Vice"
"28448",28448,"          lush who’s going to hang power","Vice"
"28449",28449,"          lines for the state? Are we going","Vice"
"28450",28450,"          to live in a trailer and have ten","Vice"
"28451",28451,"          children!? Is that the plan?!","Vice"
"28452",28452,"","Vice"
"28453",28453,"Dick looks like he might be sick.","Vice"
"28454",28454,"","Vice"
"28455",28455,"                    DICK","Vice"
"28456",28456,"          Can we please... discuss this","Vice"
"28457",28457,"          later?","Vice"
"28458",28458,"","Vice"
"28459",28459,"                    LYNNE","Vice"
"28460",28460,"          No. We discuss it right now while","Vice"
"28461",28461,"          you smell of piss and cheap booze!","Vice"
"28462",28462,"","Vice"
"28463",28463,"EDNA, Lynne’s Mom, starts to walk in.","Vice"
"28464",28464,"","Vice"
"28465",28465,"                    EDNA","Vice"
"28466",28466,"          Does Dick want some coffee?","Vice"
"28467",28467,"","Vice"
"28468",28468,"                    LYNNE","Vice"
"28469",28469,"          Mother get out! Does Dick want some","Vice"
"28470",28470,"          coffee? Jesus Christ!","Vice"
"28471",28471,"              (back to Dick)","Vice"
"28472",28472,"          Here’s my plan. Either you stand up","Vice"
"28473",28473,"          and put your back straight and have","Vice"
"28474",28474,"          the courage to become someone or I","Vice"
"28475",28475,"          am gone! There are a dozen men and","Vice"
"28476",28476,"          a few Professors at school who","Vice"
"28477",28477,"          would date me!","Vice"
"28478",28478,"","Vice"
"28479",28479,"                    DICK","Vice"
"28480",28480,"          I love you, Lynne. I’ve loved you","Vice"
"28481",28481,"          since the day I first saw you.","Vice"
"28482",28482,"","Vice"
"28483",28483,"                    LYNNE","Vice"
"28484",28484,"          Then prove it! I can’t go to a big","Vice"
"28485",28485,"          Ivy League school! I can’t run a","Vice"
"28486",28486,"          company or be Mayor! That’s just","Vice"
"28487",28487,"          the way the world is for a girl! I","Vice"
"28488",28488,"          need you! And right now you’re a","Vice"
"28489",28489,"          big fat piss soaked zero!","Vice"
"28490",28490,"              (beat while she reloads)","Vice"
"28491",28491,"          I’ve seen my Mother waiting up all","Vice"
"28492",28492,"          night for my Father to come home.","Vice"
"28493",28493,"                    (MORE)","Vice"
"28494",28494,"                                                         9.","Vice"
"28495",28495,"","Vice"
"28496",28496,"                    LYNNE (CONT'D)","Vice"
"28497",28497,"          And I’ve seen him drunk in this","Vice"
"28498",28498,"          house raising his voice and way","Vice"
"28499",28499,"          worse, and I’m not dancing that","Vice"
"28500",28500,"          dance anymore... I’m not!","Vice"
"28501",28501,"","Vice"
"28502",28502,"QUICK FLASH BACK to Lynne’s FATHER yelling at her MOTHER in","Vice"
"28503",28503,"the kitchen. Her dad is scary and has been drinking.","Vice"
"28504",28504,"","Vice"
"28505",28505,"                    LYNNE (CONT’D)","Vice"
"28506",28506,"          Can you change? Or am I wasting my","Vice"
"28507",28507,"          goddamn time?","Vice"
"28508",28508,"","Vice"
"28509",28509,"Beat as Dick looks up. There is a GROWLING DETERMINATION IN","Vice"
"28510",28510,"HIS EYES.","Vice"
"28511",28511,"","Vice"
"28512",28512,"                    DICK","Vice"
"28513",28513,"          I won’t ever disappoint you again","Vice"
"28514",28514,"          Lynne.","Vice"
"28515",28515,"","Vice"
"28516",28516,"FADE TO BLACK","Vice"
"28517",28517,"","Vice"
"28518",28518,"","Vice"
"28519",28519,"","Vice"
"28520",28520,"QUOTE AGAINST BLACK","Vice"
"28521",28521,"","Vice"
"28522",28522,"“Beware the quiet man. For while others speak, he watches.","Vice"
"28523",28523,"And while others act, he plans. And when they finally","Vice"
"28524",28524,"rest...he strikes.” - ANONYMOUS","Vice"
"28525",28525,"","Vice"
"28526",28526,"OPENING TITLES","Vice"
"28527",28527,"","Vice"
"28528",28528,"Dick graduating from U of Wyoming.","Vice"
"28529",28529,"","Vice"
"28530",28530,"Dick and Lynne’s Wedding Day.","Vice"
"28531",28531,"","Vice"
"28532",28532,"Lynne stands pregnant and Dick signs Vietnam Deferment","Vice"
"28533",28533,"papers.","Vice"
"28534",28534,"","Vice"
"28535",28535,"Dick drives into Washington D.C.","Vice"
"28536",28536,"","Vice"
"28537",28537,"MAIN TITLE: VICE","Vice"
"28538",28538,"","Vice"
"28539",28539,"","Vice"
"28540",28540,"INT. RAYBURN HOUSE OFFICE BUILDING - DAY","Vice"
"28541",28541,"","Vice"
"28542",28542,"A theater with a podium is filled with FELLOWS from around","Vice"
"28543",28543,"the country. A MONOTONE CONGRESSMAN, 73 finishes a speech.","Vice"
"28544",28544,"","Vice"
"28545",28545,"                    MONOTONE CONGRESSMAN","Vice"
"28546",28546,"          You are America’s best and","Vice"
"28547",28547,"          brightest. God bless you all... and","Vice"
"28548",28548,"          God bless... this great nation.","Vice"
"28549",28549,"                                                           10.","Vice"
"28550",28550,"","Vice"
"28551",28551,"","Vice"
"28552",28552,"The 100 or so interns looked bored. A few clap politely.","Vice"
"28553",28553,"Cheney looks like he’s made a big mistake coming to DC.","Vice"
"28554",28554,"","Vice"
"28555",28555,"                     MONOTONE CONGRESSMAN (CONT’D)","Vice"
"28556",28556,"           Next up is a young man from","Vice"
"28557",28557,"           Illinois who’s done quite well for","Vice"
"28558",28558,"           himself here at the Capitol...","Vice"
"28559",28559,"           Representative Donald Rumsfeld...","Vice"
